RegioNaam,Region code,Total population (nr.),Men (%),Women (%),<5 years old (%),5-9 years old (%),10-14 years old (%),15-19 years old (%),20-24 years old (%),25-44 years old (%),45-64 years old (%),65-79 years old (%),80+ years old  (%),Total demographic pressure (%),Green pressure (%),Grey pressure (%),Unmarried (%),Married (%),Divorced (%),Widowed (%),Dutch background (%),Migration background - any (%),Migration background - western (%),Migration background - any non-western (%),Migration background - Maroccan (%),"Migration background - former Dutch Antilles, Aruba  (%)",Migration background - Suriname (%),Migration background - Turkey (%),Migration background - remaining non-western (%),Population density (people/km2),Single person households (%),Households without children (%),Households with children (%),Average household size (people/household),Total housing stock (nr.),Newly constructed houses (%),Housing density (houses/km2),Owner-occupied houses (%),Rental houses (%),House ownership unknown (%),Average house price (x 1000EUR),Total students (nr.),Students - secondary education (%),Students - bol (%),Students - bbl (%),Students - hbo (%),Students - university (%),Companies (nr.),"Companies by type - agriculture, forestry and fishery (%)",Companies by type - industry and engery (%),Companies by type - trade and catering industry (%),"Companies by type - transport, information and comunication (%)",Companies by type - financial services and real-estate (%),Companies by type - business services (%),"Companies by type - culture, recreation and other (%)",Cattle (nr.),Sheep (nr.),Goats (nr.),Horses (nr.),Pigs (nr.),Chickens (nr.),Turkeys (nr.),Ducks for slaughter (nr.),Other poultry (nr.),Rabbits (nr.),Fur animals (nr.),Cultivated land (are),Cultivated land by type - agriculture (%),"Cultivated land by type - horticulture, open ground (%)","Cultivated land by type - horticulture, under glass (%)",Cultivated land by type - permanent grassland (%),Cultivated land by type - natural grassland (%),Cultivated land by type - temporary grassland (%),Cultivated land by type - green fodder crops (%),Cars (per 1000 inhabitants),Privately owned cars (per 1000 inhabitants),Motorcycles (per 1000 inhabitants),Mopeds (per 1000 inhabitants),Total road length (km),Road owned by municipality (%),Road owned by province (%),Road owned by state (%),Total area (km2),Districts (nr.),Neighbourhoods (nr.),Kiesgerechtigden,Opkomst,OngeldigeStemmen,BlancoStemmen,GeldigeStemmen,VVD,D66,PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),GROENLINKS,Forum voor Democratie,Partij voor de Dieren,ChristenUnie,Volt,JA21,Staatkundig Gereformeerde Partij (SGP),DENK,50PLUS,BBB,BIJ1,CODE ORANJE,NIDA,Splinter,Piratenpartij,JONG,Trots op Nederland (TROTS),Lijst Henk Krol,NLBeter,"Blanco (Zeven, A.J.L.B.)",LP (Libertaire Partij),OPRECHT,JEZUS LEEFT,DE FEESTPARTIJ (DFP),U-Buntu Connected Front,Vrij en Sociaal Nederland,Partij van de Eenheid,Wij zijn Nederland,Partij voor de Republiek,Modern Nederland,De Groenen
Zoeterwoude,GM0638,8605.0,0.5004067402672865,0.4995932597327135,4.6,5.3,5.6,6.4,5.3,21.0,31.0,16.0,4.8,74.3,38.1,36.2,36.3,51.0,6.8,5.9,86.9,13.1,6.6,6.4,0.7,0.5,1.0,0.8,3.5,406.0,27.7,33.3,39.0,2.36,3532.0,0.05719139297848245,167.0,74.4,25.5,0.1,324.0,1040.0,0.4865384615384615,0.1384615384615384,0.0701923076923076,0.1865384615384615,0.1182692307692307,945.0,0.06349206349206349,0.2063492063492063,0.1957671957671957,0.0793650793650793,0.1058201058201058,0.2539682539682539,0.0952380952380952,3670.0,3435.0,270.0,35.0,286.0,5413.0,0.0,0.0,0.0,0.0,0.0,174498.0,3.9,1.6,0.0,83.6,5.7,2.0,3.3,476.0,444.0,54.0,120.0,64.0,0.859375,0.09375,0.046875,21.96,7.0,20.0,7019,5901,7,9,5885,1,2,4,3,7,5,8,9,6,16,12,11,10,15,13,14.0,17,21,22,20.0,25,18.0,24.0,26.0,27.0,19.0,29,23.0,28.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0
Zwijndrecht,GM0642,44737.0,0.4849229943894316,0.5150770056105685,5.2,5.4,5.5,5.6,5.4,23.8,26.5,16.3,6.4,79.9,39.0,40.8,32.2,50.4,10.1,7.3,76.8,23.2,8.2,15.0,2.3,1.9,1.6,3.3,5.9,2204.0,34.4,31.0,34.6,2.19,20537.0,0.007498660953401178,1012.0,56.6,43.4,0.1,215.0,4951.0,0.4526358311452232,0.2029892950919006,0.080589779842456,0.1922843869925267,0.0715007069278933,3695.0,0.008119079837618403,0.2043301759133964,0.1921515561569688,0.155615696887686,0.1136671177266576,0.2165087956698241,0.1069012178619756,136.0,207.0,8.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26909.0,5.6,25.5,3.7,32.9,0.0,28.5,3.8,483.0,447.0,34.0,70.0,210.0,0.9714285714285714,0.0,0.0333333333333333,22.77,9.0,92.0,34589,26030,50,47,25933,1,3,2,4,5,10,8,6,13,12,7,9,14,15,11,19.0,18,17,20,16.0,21,24.0,22.0,29.0,26.0,25.0,28,27.0,34.0,36.0,23.0,30.0,31.0,32.0,33.0,35.0,37.0
Borsele,GM0654,22739.0,0.5078939267338054,0.4921060732661946,5.2,5.6,6.1,6.4,5.3,21.4,29.4,15.5,5.0,78.2,41.5,36.7,31.0,54.8,8.4,5.9,90.5,9.5,6.5,3.0,0.1,0.2,0.3,0.1,2.2,161.0,29.6,34.5,35.9,2.37,9821.0,0.007534874249058141,69.0,74.0,25.7,0.3,229.0,2597.0,0.4832499037350789,0.1717366191759722,0.1101270696958028,0.19638043896804,0.0385059684251058,2200.0,0.16590909090909092,0.2022727272727272,0.1681818181818181,0.0659090909090909,0.1045454545454545,0.184090909090909,0.109090909090909,2517.0,3759.0,65.0,139.0,5372.0,124901.0,0.0,0.0,0.0,0.0,5500.0,1073592.0,65.7,15.5,0.0,7.5,4.0,4.0,3.2,578.0,557.0,64.0,91.0,570.0,0.9263157894736842,0.0736842105263157,0.0,194.52,15.0,31.0,17613,14582,9,23,14550,1,13,4,3,2,8,5,6,10,12,9,7,16,15,11,18.0,20,22,17,26.0,14,21.0,25.0,29.0,24.0,27.0,19,28.0,23.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0
Goes,GM0664,38082.0,0.4908355653589622,0.5091644346410378,4.4,4.8,5.2,5.9,5.2,22.1,28.7,17.1,6.6,78.6,36.3,42.3,33.5,49.0,10.7,6.8,83.6,16.4,8.6,7.8,0.7,0.3,1.3,0.6,4.8,411.0,38.5,31.3,30.1,2.1,18553.0,0.012828114051635853,200.0,59.5,39.3,1.3,228.0,4237.0,0.4668397451026669,0.1951852725985367,0.0833136653292423,0.212178428133113,0.0424828888364408,3760.0,0.03723404255319149,0.1436170212765957,0.2393617021276596,0.0744680851063829,0.1356382978723404,0.2367021276595744,0.1316489361702127,1754.0,1615.0,0.0,72.0,0.0,88738.0,0.0,0.0,0.0,0.0,0.0,606959.0,70.0,4.5,0.0,7.8,2.0,5.3,10.4,544.0,478.0,42.0,68.0,474.0,0.879746835443038,0.0780590717299578,0.0421940928270042,101.92,9.0,29.0,30538,23992,43,31,23918,1,2,4,3,6,13,5,8,10,7,9,12,15,11,16,14.0,17,18,20,21.0,19,22.0,26.0,25.0,24.0,27.0,28,29.0,33.0,23.0,30.0,31.0,32.0,34.0,35.0,36.0,37.0
West Maas en Waal,GM0668,19324.0,0.5019147174498033,0.4980852825501966,4.5,4.7,5.2,5.9,5.2,20.8,32.5,16.5,4.7,70.8,34.7,36.1,33.2,52.3,8.0,6.6,91.5,8.5,5.5,2.9,0.1,0.2,0.3,0.1,2.2,252.0,28.9,35.9,35.1,2.3,8222.0,0.01933836049622963,107.0,71.0,28.8,0.3,271.0,2071.0,0.447609850313858,0.1844519555770159,0.085465958474167,0.2139063254466441,0.0685659101883148,2295.0,0.10457516339869281,0.2135076252723311,0.2069716775599128,0.0631808278867102,0.0762527233115468,0.2156862745098039,0.1198257080610021,9684.0,6846.0,5341.0,294.0,102812.0,354834.0,0.0,0.0,129.0,0.0,5979.0,473127.0,6.6,9.5,0.1,54.1,7.8,7.8,14.2,592.0,567.0,58.0,102.0,296.0,0.9256756756756755,0.0743243243243243,0.0,85.21,8.0,16.0,15739,12916,12,23,12881,1,3,4,2,5,8,6,7,9,12,16,15,11,10,18,21.0,20,23,26,13.0,24,17.0,22.0,14.0,19.0,30.0,25,27.0,28.0,29.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0
Hulst,GM0677,27556.0,0.5010886921178691,0.4989113078821309,4.0,4.2,4.9,5.3,4.3,20.4,31.8,18.7,6.5,77.2,32.5,44.6,31.3,51.9,9.5,7.3,71.3,28.7,25.4,3.3,0.3,0.1,0.1,0.2,2.5,137.0,33.2,36.2,30.5,2.13,13587.0,0.006697578567748583,67.0,72.6,25.3,2.0,212.0,2350.0,0.5493617021276596,0.1914893617021276,0.0863829787234042,0.1387234042553191,0.0340425531914893,2210.0,0.1493212669683258,0.1493212669683258,0.2285067873303167,0.0656108597285067,0.090497737556561,0.1855203619909502,0.1312217194570135,9024.0,1442.0,12.0,125.0,45.0,126987.0,0.0,0.0,70.0,0.0,0.0,1441017.0,67.5,5.1,0.0,7.3,5.6,5.8,8.7,594.0,578.0,46.0,54.0,582.0,0.9398625429553265,0.0601374570446735,0.0,251.82,15.0,48.0,19964,15078,26,15,15037,1,3,4,2,5,6,8,12,9,7,16,15,10,11,18,26.0,20,21,13,14.0,25,24.0,17.0,22.0,29.0,27.0,19,28.0,33.0,23.0,30.0,31.0,32.0,34.0,35.0,36.0,37.0
Kapelle,GM0678,12695.0,0.4982276486805829,0.5017723513194171,4.9,6.0,6.6,6.6,5.0,21.3,28.4,15.9,5.3,82.6,43.9,38.7,27.9,58.3,7.8,6.0,90.2,9.8,6.2,3.6,0.1,0.2,0.5,0.1,2.7,342.0,27.3,35.5,37.2,2.39,5403.0,0.009994447529150472,146.0,76.0,23.4,0.6,252.0,1637.0,0.5076359193646915,0.1594379963347587,0.0904092852779474,0.1954795357361026,0.0470372632864996,1235.0,0.08906882591093117,0.1740890688259109,0.1983805668016194,0.0769230769230769,0.1133603238866396,0.2348178137651821,0.1133603238866396,845.0,1206.0,0.0,0.0,2.0,91090.0,0.0,0.0,0.0,0.0,0.0,254953.0,42.3,31.0,2.6,9.0,4.8,4.8,5.4,541.0,518.0,57.0,72.0,190.0,0.8631578947368421,0.0842105263157894,0.0526315789473684,49.63,3.0,6.0,9840,8449,11,3,8435,1,13,4,2,3,10,6,8,5,12,9,7,16,15,11,18.0,17,20,21,14.0,29,22.0,24.0,27.0,26.0,28.0,25,19.0,33.0,23.0,30.0,31.0,32.0,34.0,35.0,36.0,37.0
Middelburg,GM0687,48822.0,0.4854368932038835,0.5145631067961165,4.9,5.4,5.5,6.4,5.7,22.6,27.1,16.7,5.8,80.5,40.1,40.5,35.0,48.1,10.4,6.4,80.6,19.4,10.1,9.3,0.6,0.7,1.0,1.9,5.1,1008.0,40.5,29.3,30.2,2.08,23683.0,0.0053624963053667185,489.0,60.8,38.8,0.4,201.0,5770.0,0.4622183708838821,0.169844020797227,0.0693240901213171,0.1935875216637781,0.1050259965337954,3780.0,0.027777777777777776,0.1507936507936507,0.2394179894179894,0.0648148148148148,0.0992063492063492,0.2539682539682539,0.1626984126984127,1539.0,804.0,639.0,262.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,267863.0,61.2,4.1,0.2,15.1,1.5,10.8,7.2,470.0,439.0,36.0,71.0,367.0,0.9264305177111716,0.0190735694822888,0.0572207084468664,53.04,24.0,72.0,37650,30096,61,54,29981,1,2,4,6,13,3,10,5,7,8,9,12,11,15,14,16.0,17,18,20,21.0,28,26.0,22.0,24.0,25.0,29.0,19,27.0,33.0,23.0,30.0,31.0,32.0,34.0,35.0,36.0,37.0
Reimerswaal,GM0703,22730.0,0.5032116146062473,0.4967883853937527,6.8,6.9,7.0,6.8,6.1,24.3,24.9,12.7,4.5,80.7,49.6,31.1,31.4,56.1,6.7,5.7,85.5,14.5,10.1,4.4,0.2,0.1,0.3,0.9,2.9,223.0,30.7,30.4,38.9,2.49,9298.0,0.00903420090342009,91.0,68.9,29.6,1.5,211.0,2745.0,0.5122040072859745,0.1930783242258652,0.1103825136612021,0.15591985428051,0.028415300546448,2245.0,0.1291759465478842,0.2338530066815144,0.2048997772828507,0.0645879732739421,0.1202672605790645,0.1648106904231625,0.0801781737193764,4055.0,4005.0,1520.0,52.0,1138.0,369201.0,0.0,0.0,0.0,0.0,0.0,564521.0,51.7,13.7,0.3,10.6,3.4,9.8,10.5,505.0,473.0,49.0,78.0,493.0,0.8559837728194726,0.0851926977687626,0.0588235294117647,242.42,7.0,28.0,15805,13111,20,8,13083,13,1,3,4,8,10,2,6,5,12,9,7,16,15,11,14.0,18,29,20,21.0,22,25.0,26.0,19.0,17.0,24.0,27,28.0,23.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0
Terneuzen,GM0715,54426.0,0.4972807114246867,0.5027192885753132,4.2,4.7,5.0,5.5,4.6,21.4,29.3,18.8,6.4,80.9,35.1,45.7,30.7,50.9,10.7,7.7,72.0,28.0,19.8,8.2,0.5,1.0,0.4,2.2,4.1,217.0,36.8,33.4,29.8,2.09,26966.0,0.0052288066454053254,108.0,68.2,29.6,2.2,182.0,4930.0,0.4987829614604462,0.2022312373225152,0.1198782961460446,0.1563894523326572,0.0227180527383367,3965.0,0.08953341740226986,0.1551071878940731,0.2345523329129886,0.0983606557377049,0.0983606557377049,0.1967213114754098,0.1261034047919293,5950.0,2072.0,10.0,355.0,27.0,148287.0,0.0,0.0,0.0,0.0,0.0,1670211.0,78.3,0.9,0.4,7.0,1.5,6.2,5.6,562.0,540.0,47.0,57.0,973.0,0.9116135662898252,0.0585817060637204,0.0287769784172661,317.76,30.0,41.0,39627,29334,147,38,29149,1,3,4,2,8,6,5,10,13,9,7,12,15,16,14,11.0,18,20,21,17.0,22,26.0,24.0,27.0,19.0,25.0,29,28.0,33.0,23.0,30.0,31.0,32.0,34.0,35.0,36.0,37.0
Tholen,GM0716,25757.0,0.5003300073766355,0.4996699926233645,5.7,6.1,6.5,6.3,6.2,22.6,27.3,14.8,4.6,78.3,43.8,34.6,29.7,56.2,7.7,6.3,90.6,9.4,5.7,3.7,0.8,0.2,0.3,0.1,2.3,176.0,29.7,32.8,37.5,2.43,10983.0,0.010561777292178822,75.0,70.2,29.2,0.6,201.0,2977.0,0.4984884111521666,0.1622438696674504,0.1357070876721531,0.1689620423244877,0.034598589183742,2445.0,0.1411042944785276,0.2556237218813906,0.2004089979550102,0.0613496932515337,0.0736196319018405,0.1656441717791411,0.1022494887525562,4015.0,2108.0,77.0,185.0,18467.0,290990.0,0.0,0.0,33.0,0.0,0.0,1053866.0,69.9,7.8,0.3,5.6,3.0,7.4,6.1,532.0,507.0,45.0,67.0,530.0,0.8867924528301887,0.1132075471698113,0.0,254.0,8.0,17.0,19689,15785,19,13,15753,13,1,3,4,10,8,2,5,6,12,9,7,16,15,11,14.0,18,29,21,17.0,24,19.0,26.0,20.0,22.0,25.0,27,28.0,23.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0
Veere,GM0717,21880.0,0.4989488117001828,0.5010511882998172,4.8,5.0,5.0,5.8,5.1,18.3,28.9,20.6,6.4,91.4,39.6,51.8,27.4,58.7,6.8,7.1,91.2,8.8,6.2,2.6,0.1,0.1,0.2,0.1,2.1,165.0,30.7,37.5,31.8,2.28,10967.0,0.004741497218929516,83.0,78.4,20.1,1.6,297.0,2202.0,0.4913714804722979,0.1739327883742052,0.0917347865576748,0.203905540417802,0.0390554041780199,2650.0,0.12452830188679245,0.1811320754716981,0.2735849056603773,0.0377358490566037,0.1150943396226415,0.1792452830188679,0.0886792452830188,6320.0,6508.0,52.0,461.0,6553.0,374711.0,0.0,0.0,0.0,0.0,0.0,773041.0,56.8,3.7,0.1,16.6,4.2,11.2,7.5,557.0,538.0,53.0,100.0,496.0,0.8891129032258065,0.0383064516129032,0.0705645161290322,206.55,13.0,38.0,17408,15303,17,14,15272,1,13,4,2,3,10,6,8,5,9,7,12,16,11,15,20.0,18,21,17,29.0,24,26.0,22.0,25.0,28.0,14.0,19,27.0,23.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0
Vlissingen,GM0718,44360.0,0.4982642019837691,0.5017357980162308,4.3,4.8,5.1,5.5,5.8,22.8,27.8,17.9,5.9,77.1,34.8,42.3,35.8,45.0,11.9,7.3,73.4,26.6,14.4,12.2,2.5,1.7,1.7,1.1,5.2,1293.0,44.3,28.3,27.4,1.96,22907.0,0.007770550486750775,668.0,55.7,43.8,0.5,167.0,4992.0,0.4340945512820512,0.188701923076923,0.0787259615384615,0.273838141025641,0.024639423076923,2805.0,0.016042780748663103,0.1925133689839572,0.2442067736185383,0.0837789661319073,0.0837789661319073,0.2210338680926916,0.160427807486631,488.0,1588.0,253.0,130.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,104077.0,62.1,1.7,0.0,19.2,2.6,7.0,7.3,469.0,452.0,42.0,104.0,298.0,0.9261744966442952,0.0536912751677852,0.0201342281879194,344.84,8.0,42.0,33880,24444,48,51,24345,1,2,3,4,6,5,8,9,7,10,12,15,13,14,11,16.0,18,17,20,21.0,19,22.0,25.0,26.0,28.0,29.0,24,33.0,27.0,23.0,30.0,31.0,32.0,34.0,35.0,36.0,37.0
De Ronde Venen,GM0736,44456.0,0.4955011696958791,0.5044988303041209,4.9,5.0,5.5,6.6,5.2,20.8,31.2,16.0,4.8,74.9,38.5,36.5,35.3,50.0,8.8,5.9,82.9,17.1,8.9,8.2,1.7,0.5,1.0,0.6,4.3,445.0,30.6,31.4,38.0,2.31,18517.0,0.010908894529351407,185.0,65.9,34.0,0.1,378.0,5366.0,0.4798732761833768,0.1548639582556839,0.0480805068952664,0.2135669027208349,0.1036153559448378,5675.0,0.04933920704845815,0.1656387665198238,0.1797356828193832,0.0784140969162995,0.1242290748898678,0.2942731277533039,0.1083700440528634,20790.0,5849.0,4354.0,355.0,5848.0,14042.0,0.0,0.0,0.0,0.0,0.0,658076.0,0.4,0.6,0.2,83.8,8.9,2.2,3.9,539.0,508.0,46.0,75.0,364.0,0.8928571428571429,0.0714285714285714,0.0357142857142857,116.98,8.0,25.0,34757,29526,61,43,29422,1,2,4,3,8,6,7,5,12,9,10,11,13,15,16,14.0,17,18,20,19.0,21,23.0,25.0,22.0,24.0,30.0,27,32.0,29.0,28.0,31.0,26.0,33.0,34.0,35.0,36.0,37.0
Tytsjerksteradiel,GM0737,32052.0,0.5004367902158992,0.4995632097841008,4.8,5.3,6.1,6.4,5.1,20.5,28.4,17.7,5.8,85.5,41.9,43.5,32.7,52.7,7.6,7.0,93.5,6.5,3.2,3.3,0.1,0.1,0.3,0.0,2.8,215.0,31.0,34.1,35.0,2.29,14044.0,0.0034890344631159213,94.0,71.9,28.0,0.1,213.0,4049.0,0.4603605828599654,0.2151148431711533,0.0701407755001234,0.2121511484317115,0.0422326500370461,2620.0,0.10114503816793893,0.1965648854961832,0.2041984732824427,0.0648854961832061,0.0706106870229007,0.2290076335877862,0.1335877862595419,24506.0,16279.0,902.0,386.0,1003.0,486051.0,0.0,0.0,0.0,0.0,0.0,1010754.0,0.0,0.1,0.0,80.3,4.7,5.5,9.4,543.0,531.0,51.0,73.0,466.0,0.9034334763948498,0.0836909871244635,0.0128755364806866,161.41,10.0,31.0,25325,20982,34,37,20911,4,1,2,3,6,8,5,10,7,9,16,12,13,11,15,20.0,21,18,23,17.0,25,22.0,29.0,27.0,35.0,24.0,14,19.0,32.0,37.0,28.0,26.0,30.0,31.0,33.0,34.0,36.0
Asten,GM0743,16721.0,0.5137252556665272,0.4862747443334729,4.4,4.8,5.6,6.3,5.7,21.3,29.3,17.5,5.1,77.7,37.6,40.1,34.3,52.1,6.9,6.6,88.7,11.3,7.6,3.7,0.6,0.1,0.2,0.1,2.7,238.0,32.2,32.5,35.3,2.3,6899.0,0.019133207711262503,98.0,71.0,28.9,0.1,310.0,1949.0,0.4899948691636737,0.1631605951770138,0.073370959466393,0.2067727039507439,0.0667008722421754,1920.0,0.13541666666666666,0.1927083333333333,0.1875,0.0520833333333333,0.1380208333333333,0.1822916666666666,0.1119791666666666,16491.0,420.0,2141.0,588.0,175726.0,1213709.0,0.0,0.0,0.0,0.0,0.0,375257.0,20.2,2.0,3.2,24.6,1.3,25.5,23.1,546.0,525.0,43.0,63.0,247.0,0.8906882591093117,0.0566801619433198,0.0526315789473684,71.34,11.0,28.0,12904,10831,15,16,10800,1,4,2,3,5,8,6,7,9,12,16,11,15,10,14,18.0,20,23,13,25.0,22,30.0,26.0,17.0,21.0,24.0,27,19.0,29.0,28.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0
Baarle-Nassau,GM0744,6859.0,0.50400933080624,0.49599066919376,4.7,4.3,4.6,5.2,4.0,20.7,29.4,20.3,6.7,84.6,34.9,49.8,31.6,51.8,8.9,7.7,74.2,25.8,22.7,3.1,0.2,0.2,0.2,0.2,2.2,90.0,32.5,35.4,32.0,2.21,2875.0,0.012521739130434783,38.0,69.7,27.8,2.5,291.0,587.0,0.4889267461669506,0.1805792163543441,0.0681431005110732,0.2146507666098807,0.0477001703577512,955.0,0.21465968586387435,0.1832460732984293,0.225130890052356,0.0471204188481675,0.0732984293193717,0.1623036649214659,0.0994764397905759,48392.0,51.0,5135.0,171.0,159591.0,354992.0,0.0,0.0,0.0,9279.0,0.0,512183.0,37.6,1.8,0.0,15.4,7.3,17.9,20.1,616.0,583.0,51.0,83.0,230.0,0.9478260869565216,0.0521739130434782,0.0,76.29,3.0,7.0,5386,4249,19,3,4227,1,4,3,2,5,8,6,9,12,16,7,15,11,10,18,20.0,30,25,13,14.0,21,22.0,26.0,17.0,24.0,28.0,31,19.0,23.0,27.0,29.0,32.0,33.0,34.0,35.0,36.0,37.0
Bergen op Zoom,GM0748,67496.0,0.4958367903283157,0.5041632096716843,4.8,5.0,5.1,5.8,5.3,22.8,29.6,16.7,5.0,73.4,35.7,37.6,32.7,49.9,10.7,6.7,74.3,25.7,10.4,15.3,5.2,0.4,0.7,4.6,4.4,844.0,34.8,32.2,33.0,2.17,30884.0,0.003626473254759746,386.0,58.6,41.3,0.1,231.0,7465.0,0.46483590087073,0.188881446751507,0.0715338245144005,0.2178164768921634,0.0569323509711989,5355.0,0.026143790849673203,0.1718020541549953,0.2399626517273576,0.069094304388422,0.0840336134453781,0.2511671335200747,0.1587301587301587,3075.0,1659.0,2.0,341.0,4377.0,0.0,0.0,0.0,0.0,0.0,0.0,240148.0,44.8,4.8,0.7,14.8,15.0,9.5,10.4,486.0,464.0,35.0,67.0,469.0,0.9339019189765458,0.0127931769722814,0.0533049040511727,93.13,6.0,38.0,51656,38428,74,39,38315,1,3,2,4,5,6,8,14,7,9,12,11,15,10,19,18.0,16,20,17,13.0,21,22.0,26.0,24.0,30.0,25.0,29,28.0,27.0,33.0,23.0,31.0,32.0,34.0,35.0,36.0,37.0
Best,GM0753,29988.0,0.5011337868480725,0.4988662131519274,4.6,5.1,5.6,6.9,5.7,22.0,30.9,14.5,4.8,70.6,37.8,32.8,34.3,51.6,8.6,5.5,82.5,17.5,9.9,7.6,0.5,0.4,0.5,2.0,4.1,874.0,29.4,32.1,38.4,2.33,12698.0,0.02173570641045834,370.0,71.6,28.2,0.2,305.0,3845.0,0.447074122236671,0.1898569570871261,0.0587776332899869,0.2267880364109232,0.0775032509752925,2685.0,0.0297951582867784,0.1638733705772811,0.2085661080074488,0.0800744878957169,0.1191806331471136,0.2774674115456238,0.1229050279329608,3173.0,208.0,6.0,27.0,73931.0,606798.0,0.0,0.0,0.0,0.0,2999.0,116736.0,30.6,8.8,0.2,15.9,2.2,13.2,29.1,521.0,499.0,40.0,76.0,251.0,0.9282868525896414,0.0119521912350597,0.0597609561752988,35.1,1.0,19.0,23005,18600,25,26,18549,1,2,3,4,5,8,6,7,9,11,10,12,15,14,16,18.0,13,24,21,17.0,22,20.0,30.0,23.0,19.0,25.0,26,29.0,27.0,28.0,33.0,31.0,32.0,34.0,35.0,36.0,37.0
Boekel,GM0755,10785.0,0.5096893834028744,0.4903106165971256,5.0,4.9,6.4,6.7,6.2,23.0,29.2,14.5,4.3,71.4,39.2,32.1,37.7,50.7,6.1,5.5,91.7,8.3,6.2,2.2,0.2,0.1,0.2,0.0,1.7,313.0,25.5,33.3,41.3,2.52,4248.0,0.03531073446327684,123.0,74.8,25.1,0.1,300.0,1388.0,0.4668587896253602,0.1894812680115273,0.0893371757925072,0.1988472622478386,0.0554755043227665,1235.0,0.17408906882591094,0.2591093117408907,0.1740890688259109,0.0526315789473684,0.0931174089068826,0.145748987854251,0.097165991902834,6670.0,471.0,23.0,275.0,158713.0,333099.0,0.0,0.0,0.0,0.0,9282.0,259907.0,36.5,8.9,0.6,12.4,0.0,19.6,21.9,555.0,531.0,76.0,108.0,130.0,0.9769230769230768,0.023076923076923,0.0,34.52,2.0,8.0,8440,6802,13,7,6782,1,4,2,3,5,8,6,16,7,9,12,11,15,10,18,22.0,23,24,17,20.0,21,30.0,19.0,14.0,25.0,26.0,27,29.0,13.0,28.0,33.0,31.0,32.0,34.0,35.0,36.0,37.0
Boxmeer,GM0756,29365.0,0.5024348714455985,0.4975651285544015,4.1,4.2,5.4,6.3,5.8,20.0,30.9,17.5,5.7,76.2,35.4,40.8,35.1,51.1,7.5,6.4,87.6,12.4,7.3,5.1,0.4,0.3,0.3,0.8,3.3,263.0,29.6,36.1,34.3,2.28,12568.0,0.013128580521960535,113.0,68.4,31.4,0.2,250.0,3698.0,0.4691725256895619,0.1895619253650622,0.0575987020010816,0.2176852352623039,0.0659816116819902,2530.0,0.11857707509881422,0.1403162055335968,0.2292490118577075,0.0533596837944664,0.1027667984189723,0.2233201581027667,0.1324110671936759,9509.0,864.0,14160.0,167.0,125577.0,1329270.0,17058.0,0.0,0.0,0.0,16405.0,521821.0,37.9,5.9,0.1,16.6,6.0,11.6,22.0,548.0,531.0,48.0,60.0,426.0,0.9225352112676056,0.0117370892018779,0.0657276995305164,113.84,10.0,31.0,23584,19820,31,38,19751,1,4,2,5,3,6,8,7,12,9,16,11,15,10,14,20.0,18,23,17,22.0,21,19.0,30.0,25.0,26.0,13.0,27,24.0,33.0,29.0,28.0,31.0,32.0,34.0,35.0,36.0,37.0
Boxtel,GM0757,30801.0,0.4988149735398201,0.5011850264601798,4.4,4.7,6.1,6.5,5.1,22.4,28.4,17.2,5.1,78.7,38.9,39.8,34.9,49.6,8.8,6.7,83.1,16.9,8.4,8.5,1.8,0.7,0.6,1.1,4.3,483.0,34.2,32.0,33.8,2.22,13401.0,0.0028356092828893367,210.0,61.1,38.5,0.5,280.0,3791.0,0.4750725402268531,0.191769981535215,0.0543392244790292,0.2046953310472171,0.0741229227116855,2845.0,0.0492091388400703,0.2003514938488576,0.210896309314587,0.0667838312829525,0.0984182776801406,0.2548330404217926,0.1195079086115993,6700.0,289.0,4.0,119.0,81983.0,54646.0,0.0,0.0,0.0,0.0,0.0,225724.0,14.4,6.5,0.2,23.8,7.5,18.2,29.4,490.0,465.0,41.0,75.0,308.0,0.9318181818181818,0.0097402597402597,0.0584415584415584,64.85,3.0,17.0,25323,19556,29,32,19495,1,2,4,3,5,6,7,8,9,11,12,14,15,10,16,19.0,17,20,22,18.0,21,23.0,30.0,13.0,26.0,24.0,25,27.0,28.0,29.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0
